Date,rotor_speed,generator_speed,generator_temperature,wind_speed,power_output,relative_wind_direction,supply_voltage,blade_pitch_deg,turbine_status,yaw_offset
2025-01-15 06:01:24.000+05:30,3.62,13.49,6.3,0.58,0.02,-30,27.8,21.79,5,0
2025-01-15 06:01:25.000+05:30,1.63,6.37,6.16,0.88,0.09,18,27.7,26.38,5,0
2025-01-15 06:01:26.000+05:30,5.36,22.22,7.41,1.32,0.02,30,27.8,20.51,5,0
2025-01-15 06:01:27.000+05:30,1.57,6.96,7.48,1.73,0.07,21,27.7,21.52,5,0
2025-01-15 06:01:28.000+05:30,2.52,34.82,6.36,2.29,0.06,-16,27.8,27.91,5,0
2025-01-15 06:01:29.000+05:30,2.9,32.26,6.89,1.77,0.04,-27,27.7,25.69,5,0
2025-01-15 06:01:30.000+05:30,4.7,33.43,6.62,0.63,0.07,-19,27.7,21.57,5,0
2025-01-15 06:01:31.000+05:30,1.78,17.26,8.07,1.41,0,-12,27.8,22.88,5,0
2025-01-15 06:01:32.000+05:30,3.27,25.62,8.77,2.36,0.06,29,27.6,26.61,5,0
2025-01-15 06:01:33.000+05:30,1.57,11.74,6.45,0.8,0.01,20,27.6,20.6,5,0
2025-01-15 06:01:34.000+05:30,4.74,22.08,6.87,0.37,0.07,30,27.6,27,5,0
2025-01-15 06:01:35.000+05:30,3.7,18.13,7.79,2.67,0.07,-29,27.5,26.04,5,0
2025-01-15 06:01:36.000+05:30,5.81,30.08,7.73,2.85,0.1,-13,27.7,26.72,5,0
2025-01-15 06:01:37.000+05:30,4.82,10.26,7.56,1.33,0.03,-3,27.8,29.97,5,0
2025-01-15 06:01:38.000+05:30,3.46,7.74,7.04,1,0.07,-9,27.7,28.58,5,0
2025-01-15 06:01:39.000+05:30,3.48,24.88,7.2,2.28,0,-14,27.6,20.88,5,0
2025-01-15 06:01:40.000+05:30,1.94,4.04,7.54,2.96,0,-4,27.5,36.63,6,0
2025-01-15 06:01:41.000+05:30,1.04,6.23,7.5,1.33,0,-22,27.9,35.8,6,0
2025-01-15 06:01:42.000+05:30,0.88,6.98,6.36,2.92,0,-20,27.6,35.72,6,0
2025-01-15 06:01:43.000+05:30,0.03,4.08,6.67,2.52,0,11,27.8,37.84,6,0
2025-01-15 06:01:44.000+05:30,1,7.17,7.53,0.82,0,-15,27.7,37.94,6,0
2025-01-15 06:01:45.000+05:30,0.29,1.91,7.8,2.24,0,19,27.8,35.21,6,0
2025-01-15 06:01:46.000+05:30,0.83,9.34,7.52,2.46,0,7,27.7,35.9,6,0
2025-01-15 06:01:47.000+05:30,1.32,8.65,7.34,1.45,0,-6,27.7,37.29,6,0
2025-01-15 06:01:48.000+05:30,0.64,1.89,8.09,1.72,0,-28,27.6,37.33,6,0
2025-01-15 06:01:49.000+05:30,0.95,9.13,7.14,2.97,0,-21,27.7,36.96,6,0
2025-01-15 06:01:50.000+05:30,2.37,115.3,8.36,3.61,0.04,3,27.9,16.64,7,0
2025-01-15 06:01:51.000+05:30,2.15,68.74,9.48,3.91,0,-14,27.6,18.69,7,0
2025-01-15 06:01:52.000+05:30,8.93,134.48,9.41,3.56,0.04,-10,27.8,16.28,7,0
2025-01-15 06:01:53.000+05:30,10.87,113.43,8.16,2.85,0.01,-12,27.9,18.11,7,0
2025-01-15 06:01:54.000+05:30,9.47,106.42,6.39,2.9,0.04,14,27.6,16.66,7,0
2025-01-15 06:01:55.000+05:30,2.29,92.17,6.22,2.08,0.02,-4,27.7,15.47,7,0
2025-01-15 06:01:56.000+05:30,9.93,72.1,6.32,3.61,0.03,28,27.7,15.44,7,0
2025-01-15 06:01:57.000+05:30,4.32,132.93,7.84,3,0.04,-12,27.8,16.79,7,0
2025-01-15 06:01:58.000+05:30,3.58,107.42,7.38,2.76,0.03,-14,27.7,16.55,7,0
2025-01-15 06:01:59.000+05:30,5.02,179.92,9.41,1.32,0.02,-12,27.9,16.15,7,0
2025-01-15 06:02:00.000+05:30,4.95,177.13,8.63,1.82,0.03,17,27.9,18.11,7,0
2025-01-15 06:02:01.000+05:30,11.11,146.87,9.33,3.71,0.04,21,27.6,15.38,7,0
2025-01-15 06:02:02.000+05:30,8.37,130.72,8.71,3.16,0.03,10,27.5,19.03,7,0
2025-01-15 06:02:03.000+05:30,8.27,55.12,9.15,1.1,0.02,28,27.6,14.79,7,0
2025-01-15 06:02:04.000+05:30,9.47,72.83,6.53,2.62,0.05,28,27.6,17.19,7,0
2025-01-15 06:02:05.000+05:30,3.65,168.83,9.78,3.9,0.01,21,27.5,19.22,7,0
2025-01-15 06:02:06.000+05:30,11.63,68.3,9.87,3.58,0.04,24,27.8,19.88,7,0
2025-01-15 06:02:07.000+05:30,5.66,152.79,6.06,2.61,0.02,13,27.6,18.04,7,0
2025-01-15 06:02:08.000+05:30,5.81,133.01,7.49,3.02,0.02,30,27.7,17.72,7,0
2025-01-15 06:02:09.000+05:30,11.15,78.78,6.25,3.47,0.05,-4,27.5,15.81,7,0
2025-01-15 06:02:10.000+05:30,2.45,54.84,9.98,1.35,0.01,-6,27.7,17.23,7,0
2025-01-15 06:02:11.000+05:30,8.7,146.61,9.78,2.26,0.04,-4,27.8,14.93,7,0
2025-01-15 06:02:12.000+05:30,10.34,130.03,9.76,1.84,0.03,-2,27.9,15.3,7,0
2025-01-15 06:02:13.000+05:30,10.55,62.92,8.74,2.63,0.05,-5,27.6,16.15,7,0
2025-01-15 06:02:14.000+05:30,11.68,173.37,9.3,1.28,0.01,-29,27.5,17.84,7,0
2025-01-15 06:02:15.000+05:30,5.34,178.55,9.15,1.62,0.04,7,27.6,17.33,7,0
2025-01-15 06:02:16.000+05:30,10.7,92.71,6.59,3.7,0,-21,27.9,19.15,7,0
2025-01-15 06:02:17.000+05:30,7.4,153.81,6.44,3.6,0.01,20,27.6,16.15,7,0
2025-01-15 06:02:18.000+05:30,5.24,72.65,6.21,3.23,0.03,0,27.7,18.47,7,0
2025-01-15 06:02:19.000+05:30,5.62,127.18,7.81,1.66,0.03,28,27.8,18.36,7,0
2025-01-15 06:02:20.000+05:30,7.21,109.55,9.86,1.18,0.02,13,27.5,16.41,7,0
2025-01-15 06:02:21.000+05:30,9.12,107.66,9.6,1.97,0.01,9,27.8,14.76,7,0
2025-01-15 06:02:22.000+05:30,7.48,92.27,9.98,2.59,0.02,-24,27.8,17.63,7,0
2025-01-15 06:02:23.000+05:30,3.14,135.11,9.51,2.65,0.04,26,27.6,16.58,7,0
2025-01-15 06:02:24.000+05:30,5.39,108.95,7.66,1.29,0.02,-7,27.9,17.99,7,0
2025-01-15 06:02:25.000+05:30,8.87,111.65,6.36,1.26,0.02,-7,27.8,18.47,7,0
2025-01-15 06:02:26.000+05:30,7.56,126.24,8.25,1.99,0.01,12,27.9,16.12,7,0
2025-01-15 06:02:27.000+05:30,6.23,169.06,6.21,1.86,0.02,2,27.6,14.62,7,0
2025-01-15 06:02:28.000+05:30,8.57,79.15,6.43,3.54,0.02,6,27.6,18.58,7,0
2025-01-15 06:02:29.000+05:30,6.29,122.93,9.07,2.87,0.03,8,27.9,17.34,7,0
2025-01-15 06:02:30.000+05:30,10.29,84.77,6.72,3.11,0.02,-30,27.6,16.04,7,0
2025-01-15 06:02:31.000+05:30,3.43,135.45,6.28,3.22,0.05,3,27.6,14.55,7,0
2025-01-15 06:02:32.000+05:30,6.2,94.32,7.48,3.16,0.04,-25,27.9,17.41,7,0
2025-01-15 06:02:33.000+05:30,3.56,148.08,6.2,1.24,0.02,8,27.7,16.54,7,0
2025-01-15 06:02:34.000+05:30,4.73,148.14,6.46,2.29,0.01,1,27.7,18.07,7,0
2025-01-15 06:02:35.000+05:30,5.08,78.67,9.94,1.16,0.01,19,27.6,19.67,7,0
2025-01-15 06:02:36.000+05:30,4.56,92.66,6.03,3.24,0.01,15,27.6,16.28,7,0
2025-01-15 06:02:37.000+05:30,7.59,136.85,7.42,2.19,0.04,-1,27.9,16.62,7,0
2025-01-15 06:02:38.000+05:30,10.62,124.85,8.29,3.13,0.02,-29,27.9,14.69,7,0
2025-01-15 06:02:39.000+05:30,3.72,173.19,7.84,3.07,0.02,-24,27.6,16.62,7,0
2025-01-15 06:02:40.000+05:30,7.89,118.12,7.58,1.93,0.02,-20,27.5,16,7,0
2025-01-15 06:02:41.000+05:30,8.33,118.98,6.78,3.33,0.02,11,27.8,19.75,7,0
2025-01-15 06:02:42.000+05:30,4.36,69.04,6.79,2.81,0.04,-19,27.9,17.93,7,0
2025-01-15 06:02:43.000+05:30,8.28,110.31,8.25,2.74,0.03,11,27.8,19.29,7,0
2025-01-15 06:02:44.000+05:30,8.25,162.35,8.51,1.45,0,-11,27.8,16.65,7,0
2025-01-15 06:02:45.000+05:30,7.91,95.75,6.3,2.39,0,-12,27.5,16.21,7,0
2025-01-15 06:02:46.000+05:30,10.64,161.19,8.46,2.52,0.02,20,27.8,17.33,7,0
2025-01-15 06:02:47.000+05:30,2.41,168.18,8.29,1.56,0.03,-27,27.7,17.01,7,0
2025-01-15 06:02:48.000+05:30,10.11,158.86,9.93,1.25,0.03,15,27.7,14.23,7,0
2025-01-15 06:02:49.000+05:30,6.39,117.96,6.63,2.12,0.01,-9,27.8,16.45,7,0
2025-01-15 06:02:50.000+05:30,6.58,187.25,7.34,1.99,0.06,-14,27.8,15.55,8,0
2025-01-15 06:02:51.000+05:30,13.22,234.08,9.49,2,0.06,-8,27.6,14.57,8,0
2025-01-15 06:02:52.000+05:30,13.22,192.56,6.52,3.13,0.01,11,27.8,16.24,8,0
2025-01-15 06:02:53.000+05:30,14.95,193.92,9.32,3.22,0.07,11,27.8,16.11,8,0
2025-01-15 06:02:54.000+05:30,11.59,83.1,7.24,3.85,0.03,-18,27.6,17.06,8,0
2025-01-15 06:02:55.000+05:30,7.51,93.12,9.38,1.3,0.08,26,27.7,17.34,8,0
2025-01-15 06:02:56.000+05:30,13.28,228.99,8.47,2.79,0.02,14,27.8,14.72,8,0
2025-01-15 06:02:57.000+05:30,14.9,108.14,7.75,2.23,0.07,-2,27.7,14.95,8,0
2025-01-15 06:02:58.000+05:30,14.28,213.25,6.94,1.72,0.1,27,27.8,17.14,8,0
2025-01-15 06:02:59.000+05:30,10.05,241.01,9.94,2.39,0.03,3,27.7,15.53,8,0
2025-01-15 06:03:00.000+05:30,7.78,113.95,8.42,3.62,0.01,-7,27.7,15.92,8,0
2025-01-15 06:03:01.000+05:30,7.13,223.8,9.4,1.86,0.08,27,27.7,15.09,8,0
2025-01-15 06:03:02.000+05:30,15.14,95.59,9.64,3.45,0.09,-4,27.5,17.72,8,0
2025-01-15 06:03:03.000+05:30,11.52,120.08,9.98,2.12,0,23,27.8,17.72,8,0
2025-01-15 06:03:04.000+05:30,9.69,104.83,6.15,3.75,0.05,18,27.8,17.32,8,0
2025-01-15 06:03:05.000+05:30,10.93,80.89,6.32,1.77,0.08,16,27.7,16.2,8,0
2025-01-15 06:03:06.000+05:30,10.66,211.95,6.95,1.37,0.02,9,27.7,16.56,8,0
2025-01-15 06:03:07.000+05:30,7.22,233.87,8.39,1.05,0.05,-21,27.6,14.97,8,0
2025-01-15 06:03:08.000+05:30,6.02,139.98,8.28,1.56,0.07,-7,27.5,16.09,8,0
2025-01-15 06:03:09.000+05:30,11.79,166.25,9.95,2.66,0.04,10,27.7,15.88,8,0
2025-01-15 06:03:10.000+05:30,10.11,207.04,7.43,1.2,0.02,-24,27.8,16.63,8,0
2025-01-15 06:03:11.000+05:30,14.09,136.53,6.18,2.64,0.08,19,27.8,14.7,8,0
2025-01-15 06:03:12.000+05:30,16.79,161.35,6.73,1.4,0.07,-28,27.6,17.77,8,0
2025-01-15 06:03:13.000+05:30,6.48,113.91,6.17,3.8,0.05,4,27.7,17.96,8,0
2025-01-15 06:03:14.000+05:30,6.4,189.97,7.14,3.59,0,-13,27.5,16.62,8,0
2025-01-15 06:03:15.000+05:30,10.05,231.21,8.97,3.68,0.04,1,27.8,17.89,8,0
2025-01-15 06:03:16.000+05:30,10.04,215.54,7.07,1.25,0.04,22,27.6,15.72,8,0
2025-01-15 06:03:17.000+05:30,9.23,97.44,7.31,1.89,0.04,-20,27.8,16.87,8,0
2025-01-15 06:03:18.000+05:30,9.87,87.2,9.48,2.06,0.1,20,27.9,15.1,8,0
2025-01-15 06:03:19.000+05:30,6.83,188.38,7.45,3.4,0.07,-21,27.8,17.81,8,0
2025-01-15 06:03:20.000+05:30,13.46,154.49,6.5,1.71,0.06,30,27.7,15.45,8,0
2025-01-15 06:03:21.000+05:30,12.66,195.44,9.8,2.12,0.08,3,27.6,16.3,8,0
2025-01-15 06:03:22.000+05:30,9.46,127.38,9.84,1.08,0.02,28,27.7,16.07,8,0
2025-01-15 06:03:23.000+05:30,8.88,124.25,7.79,3.99,0.03,1,27.6,17.67,8,0
2025-01-15 06:03:24.000+05:30,7.49,92.59,6.69,3.14,0.1,24,27.9,17.24,8,0
2025-01-15 06:03:25.000+05:30,13.35,200.62,8.2,1.87,0.03,15,27.9,14.63,8,0
2025-01-15 06:03:26.000+05:30,13.01,214.93,8.04,1.36,0.02,20,27.7,14.56,8,0
2025-01-15 06:03:27.000+05:30,9.97,177.29,7.87,3.95,0.01,-26,27.6,17.54,8,0
2025-01-15 06:03:28.000+05:30,17,202.21,8.1,3.31,0.08,-10,27.8,14.3,8,0
2025-01-15 06:03:29.000+05:30,10.95,195.62,7.38,3.63,0.08,-19,27.8,16.56,8,0
2025-01-15 06:03:30.000+05:30,7.42,165.49,9.47,3.49,0.05,-20,27.6,15.22,8,0
2025-01-15 06:03:31.000+05:30,13.8,138.82,9.76,3.68,0.08,10,27.9,15,8,0
2025-01-15 06:03:32.000+05:30,9.02,186.25,8.46,1.28,0.06,7,27.6,16.37,8,0
2025-01-15 06:03:33.000+05:30,13.25,202.51,8.42,3.53,0.06,-29,27.5,17.3,8,0
2025-01-15 06:03:34.000+05:30,16.43,211.07,7.06,1.63,0.06,-29,27.7,16.47,8,0
2025-01-15 06:03:35.000+05:30,12.9,129.24,9.83,2.45,0.08,-11,27.7,16.74,8,0
2025-01-15 06:03:36.000+05:30,13.57,106.87,7.66,2.39,0.03,25,27.8,14.57,8,0
2025-01-15 06:03:37.000+05:30,14.08,226.33,9.9,1.39,0.04,-10,27.6,16.25,8,0
2025-01-15 06:03:38.000+05:30,7.35,156.43,6.56,1.15,0.09,-4,27.6,17.46,8,0
2025-01-15 06:03:39.000+05:30,15.52,107.15,7.31,2.73,0.03,1,27.9,17.05,8,0
2025-01-15 06:03:40.000+05:30,11.13,229.44,7.99,1.27,0.04,-15,27.6,15.83,8,0
2025-01-15 06:03:41.000+05:30,9.88,88.59,7.98,3.65,0.07,4,27.5,15.88,8,0
2025-01-15 06:03:42.000+05:30,7.18,102.77,7.06,2.1,0.04,-27,27.7,14.18,8,0
2025-01-15 06:03:43.000+05:30,8.14,174.05,6.29,2.51,0.08,9,27.8,15.12,8,0
2025-01-15 06:03:44.000+05:30,7.31,245.76,7.58,3.38,0.03,18,27.6,17.76,8,0
2025-01-15 06:03:45.000+05:30,12.63,148.24,6.16,1.12,0.07,3,27.7,17.22,8,0
2025-01-15 06:03:46.000+05:30,12.67,167.64,7.31,2.84,0.02,17,27.8,17.96,8,0
2025-01-15 06:03:47.000+05:30,12.53,166.24,8.04,2.47,0.06,-29,27.6,15.9,8,0
2025-01-15 06:03:48.000+05:30,13.41,246.58,8.33,3.39,0.07,-29,27.7,16.75,8,0
2025-01-15 06:03:49.000+05:30,8.92,191.45,9.89,2.74,0.02,0,27.6,14.21,8,0
2025-01-15 06:03:50.000+05:30,12.69,180.14,9.36,1.59,0.07,30,27.8,14.13,9,0
2025-01-15 06:03:51.000+05:30,5.24,142.62,7.68,2.65,0.02,9,27.9,16.01,9,0
2025-01-15 06:03:52.000+05:30,16.84,204.53,6.25,1.55,0.02,12,27.7,15.3,9,0
2025-01-15 06:03:53.000+05:30,8.41,250.9,7.84,3.13,0.05,25,27.8,16.7,9,0
2025-01-15 06:03:54.000+05:30,12.94,195.6,8.44,1.77,0.02,-16,27.9,16.23,9,0
2025-01-15 06:03:55.000+05:30,18.7,211.95,8.82,3.76,0.05,5,27.9,15.92,9,0
2025-01-15 06:03:56.000+05:30,15.52,107.43,6.49,3.71,0.04,22,27.6,17.92,9,0
2025-01-15 06:03:57.000+05:30,15.14,80.76,6.17,4.82,0.01,11,27.6,17.7,9,0
2025-01-15 06:03:58.000+05:30,10.14,92.43,8.15,4.73,0.07,9,27.8,14.55,9,0
2025-01-15 06:03:59.000+05:30,6.07,60.66,9.62,1.9,0.02,-9,27.8,14.4,9,0
2025-01-15 06:04:00.000+05:30,3.71,211.86,6.02,3.2,0.09,29,27.9,15.63,9,0
2025-01-15 06:04:01.000+05:30,10.09,186.61,9.02,2.15,0.03,19,27.5,14.24,9,0
2025-01-15 06:04:02.000+05:30,11.76,162.38,8.89,4.75,0.09,26,27.8,14.7,9,0
2025-01-15 06:04:03.000+05:30,17.88,57.63,9.34,4.15,0.02,25,27.9,17,9,0
2025-01-15 06:04:04.000+05:30,16.9,51.95,8.27,1.43,0.1,11,27.7,15.14,9,0
2025-01-15 06:04:05.000+05:30,10.4,247.1,9.4,2.87,0.02,-20,27.8,14.45,9,0
2025-01-15 06:04:06.000+05:30,13.02,200.91,6.06,2.35,0.03,-18,27.6,16.7,9,0
2025-01-15 06:04:07.000+05:30,16.55,238.38,9.31,3.06,0.01,-19,27.9,16.68,9,0
2025-01-15 06:04:08.000+05:30,10.12,246.52,6.03,2.53,0.04,-9,27.6,15.07,9,0
2025-01-15 06:04:09.000+05:30,14.29,52.4,8.61,3.77,0.01,-11,27.6,14.47,9,0
2025-01-15 06:04:10.000+05:30,13.66,243.85,9.55,4.08,0.07,30,27.6,16.55,9,0
2025-01-15 06:04:11.000+05:30,12.45,96.02,6.53,1.61,0.07,-4,27.8,16.42,9,0
2025-01-15 06:04:12.000+05:30,17.52,209.04,9.21,4.3,0.08,8,27.8,16.72,9,0
2025-01-15 06:04:13.000+05:30,3.39,143.82,8.82,1.31,0.06,5,27.9,14.25,9,0
2025-01-15 06:04:14.000+05:30,5.44,162.7,6.66,4.42,0.04,15,27.7,16.72,9,0
2025-01-15 06:04:15.000+05:30,3.55,157.18,9.23,2.81,0.05,-27,27.7,15.83,9,0
2025-01-15 06:04:16.000+05:30,13.44,114.72,6.09,2.02,0,-26,27.5,14.87,9,0
2025-01-15 06:04:17.000+05:30,7.86,63.39,9.98,4.74,0.01,-28,27.6,17.74,9,0
2025-01-15 06:04:18.000+05:30,5.06,78.44,8.57,3.92,0.1,27,27.7,15.5,9,0
2025-01-15 06:04:19.000+05:30,16.78,240.42,7.5,3.73,0.07,11,27.8,16.16,9,0
2025-01-15 06:04:20.000+05:30,4.02,258.5,7.57,1.51,0.1,18,27.5,17.34,9,0
2025-01-15 06:04:21.000+05:30,7.07,191.43,8.18,3.13,0.08,-8,27.6,14.99,9,0
