datetime,wind_speed,rotor_speed,generator_speed,gear_ratio_calc,power_output,operating_regime,pitch_reliable,cp_estimated,generator_temperature,blade_pitch_deg,supply_voltage,relative_wind_direction,yaw_offset,turbine_status
2025-01-15 06:10:22.000+05:30,3.31,35.64,430.55,12.080527497194163,0.46,below_rated,True,0.15845226636774346,14.75,12.75,27.9,19,0,10
2025-01-15 06:10:23.000+05:30,3.73,37.8,453.48,11.996825396825399,1.1,below_rated,True,0.2647834245252576,15.28,11.62,27.9,-18,0,10
2025-01-15 06:10:24.000+05:30,3.7,40.38,484.87,12.007677067855374,1.02,below_rated,True,0.25154726779723874,14.82,11.35,27.9,9,0,10
2025-01-15 06:10:25.000+05:30,3.56,38.78,466.35,12.025528623001547,0.79,below_rated,True,0.21872665049579265,14.54,11.39,27.9,-17,0,10
2025-01-15 06:10:26.000+05:30,3.56,36.54,438.47,11.999726327312535,0.65,below_rated,True,0.17996496559780406,14.17,11.04,27.9,-21,0,10
2025-01-15 06:10:27.000+05:30,3.35,38.93,466.49,11.982789622399178,0.6,below_rated,True,0.19936156501937577,14.21,10.27,27.9,14,0,10
2025-01-15 06:10:28.000+05:30,3.31,36.14,434.85,12.032374100719425,0.49,below_rated,True,0.16878610982650932,14.18,10.16,27.9,24,0,10
2025-01-15 06:10:29.000+05:30,3.24,36.23,438.45,12.101849296163401,0.41,below_rated,True,0.15058212830437223,14.4,10.48,27.9,15,0,10
2025-01-15 06:10:30.000+05:30,3.34,37.84,452.83,11.96696617336152,0.68,below_rated,True,0.22797861832599886,14.61,10.73,27.9,-1,0,10
2025-01-15 06:10:31.000+05:30,3.25,36.48,438.05,12.00794956140351,0.69,below_rated,True,0.25108664446758633,14.4,11.83,27.9,13,0,10
2025-01-15 06:10:32.000+05:30,3.13,34.64,425.29,12.27742494226328,0.14,below_rated,True,0.05703213477923225,14.1,12.39,27.9,10,0,10
2025-01-15 06:10:33.000+05:30,3.28,35.89,438.97,12.23098356088047,0.42,below_rated,True,0.14867993558304135,13.93,13.91,27.9,-5,0,10
2025-01-15 06:10:34.000+05:30,3.24,32.69,398.69,12.196084429489142,0.36,below_rated,True,0.13221845412091218,13.35,13.74,27.9,-16,0,10
2025-01-15 06:10:35.000+05:30,3.34,37.14,444.56,11.969843834141088,0.51,below_rated,True,0.17098396374449915,13.55,13.35,27.9,7,0,10
2025-01-15 06:10:36.000+05:30,3.08,34.57,414.25,11.982933179056985,0.33,below_rated,True,0.1410868039187362,12.88,13.12,27.8,-22,0,10
2025-01-15 06:10:37.000+05:30,3.22,33.08,396.62,11.989721886336156,0.46,below_rated,True,0.1721134545599705,13.15,13.21,27.9,16,0,10
2025-01-15 06:10:38.000+05:30,3.31,38.06,454.9,11.952180767209668,0.61,below_rated,True,0.21012148366157285,12.22,13.51,27.9,-4,0,10
2025-01-15 06:10:39.000+05:30,3.28,33.18,396.29,11.943640747438216,0.37,below_rated,True,0.1309799432517269,12.22,13.48,27.9,-22,0,10
2025-01-15 06:10:40.000+05:30,3.39,36.17,433.91,11.996405861210949,0.56,below_rated,True,0.17956162928437838,12.0,14.0,27.9,-16,0,10
2025-01-15 06:10:41.000+05:30,3.42,38.69,469.68,12.139570948565522,0.91,below_rated,True,0.28417618466984806,11.42,14.0,27.9,-19,0,10
2025-01-15 06:10:42.000+05:30,3.52,39.21,473.63,12.079316500892629,1.06,below_rated,True,0.30360049815799073,11.57,13.53,27.9,-30,0,10
2025-01-15 06:10:43.000+05:30,3.36,38.98,469.86,12.053873781426374,0.73,below_rated,True,0.24039732619872628,11.94,13.66,27.9,-2,0,10
2025-01-15 06:10:44.000+05:30,3.48,37.29,451.92,12.119066773934032,0.76,below_rated,True,0.22526849908099,12.27,13.23,27.9,-28,0,10
2025-01-15 06:10:45.000+05:30,3.3,34.66,420.9,12.143681477207156,0.5,below_rated,True,0.17380120761077988,11.61,13.14,27.9,15,0,10
2025-01-15 06:10:46.000+05:30,3.34,33.91,409.92,12.088469478030081,1.09,below_rated,True,0.3654363146696158,11.96,12.55,27.8,3,0,10
2025-01-15 06:10:47.000+05:30,3.24,35.85,432.32,12.059135285913529,0.13,below_rated,True,0.04774555287699607,11.94,13.03,27.8,26,0,10
2025-01-15 06:10:48.000+05:30,3.15,32.93,397.23,12.062860613422412,0.39,below_rated,True,0.15586821096413733,11.73,13.91,27.8,3,0,10
2025-01-15 06:10:49.000+05:30,3.05,32.9,394.24,11.982978723404257,0.36,below_rated,True,0.1584993872965293,10.91,13.78,27.8,4,0,10
2025-01-15 06:10:50.000+05:30,3.15,33.63,405.53,12.058578650014866,0.24,below_rated,True,0.09591889905485373,10.49,14.0,27.8,-18,0,10
2025-01-15 06:10:51.000+05:30,3.11,35.99,432.93,12.029174770769657,0.31,below_rated,True,0.1287375179633205,10.4,13.68,27.8,15,0,10
2025-01-15 06:10:52.000+05:30,3.0,31.41,377.79,12.027698185291309,0.37,below_rated,True,0.17118376142416153,9.91,13.82,27.8,30,0,10
2025-01-15 06:10:53.000+05:30,3.16,34.87,416.69,11.949813593346716,0.71,below_rated,True,0.2810746676806439,10.09,14.0,27.8,-21,0,10
2025-01-15 06:10:54.000+05:30,3.26,34.6,417.82,12.075722543352601,0.55,below_rated,True,0.19830537889016195,9.67,14.0,27.8,10,0,10
2025-01-15 06:10:55.000+05:30,3.55,38.86,467.93,12.04143077714874,0.82,below_rated,True,0.22895672178994442,9.29,14.0,27.8,21,0,10
2025-01-15 06:10:56.000+05:30,3.86,42.42,514.72,12.133899104196134,1.11,below_rated,True,0.2410935932792904,9.49,14.0,27.8,-25,0,10
2025-01-15 06:10:57.000+05:30,3.85,41.34,493.88,11.946782776971455,1.04,below_rated,True,0.22765424651711713,9.66,14.0,27.9,-27,0,10
2025-01-15 06:10:58.000+05:30,3.83,43.25,517.21,11.958612716763007,1.28,below_rated,True,0.2846021998984478,9.54,13.89,27.9,28,0,10
2025-01-15 06:10:59.000+05:30,3.87,42.28,508.06,12.016556291390728,1.48,below_rated,True,0.3189726344601598,9.57,14.0,27.8,5,0,10
2025-01-15 06:11:00.000+05:30,3.94,40.05,478.88,11.95705368289638,1.48,below_rated,True,0.3022718158062636,9.94,14.0,27.9,-7,0,10
2025-01-15 06:11:01.000+05:30,3.77,38.4,465.5,12.122395833333334,1.2,below_rated,True,0.2797575400033185,10.6,14.0,27.9,-9,0,10
2025-01-15 06:11:02.000+05:30,3.59,38.64,461.32,11.938923395445133,1.08,below_rated,True,0.29158488984391595,11.05,13.9,27.9,10,0,10
2025-01-15 06:11:03.000+05:30,3.58,37.18,448.82,12.07154384077461,0.65,below_rated,True,0.17696561173805886,10.36,13.79,27.9,-14,0,10
2025-01-15 06:11:04.000+05:30,3.1,33.48,404.31,12.076164874551973,0.23,below_rated,True,0.09644225568252002,10.1,13.53,27.9,10,0,10
2025-01-15 06:11:05.000+05:30,3.1,33.27,400.07,12.024947400060112,0.49,below_rated,True,0.20546393601928178,10.4,13.8,27.9,20,0,10
2025-01-15 06:11:06.000+05:30,3.32,38.04,447.42,11.761829652996846,0.47,below_rated,True,0.1604383592041836,10.54,14.0,27.9,5,0,10
2025-01-15 06:11:07.000+05:30,3.22,33.5,403.34,12.04,0.55,below_rated,True,0.20578782610431257,10.36,13.51,27.9,19,0,10
2025-01-15 06:11:08.000+05:30,3.45,36.45,442.9,12.150891632373112,0.7,below_rated,True,0.21294397650163696,10.31,13.54,27.9,-19,0,10
2025-01-15 06:11:09.000+05:30,3.72,39.86,479.06,12.018564977420974,1.06,below_rated,True,0.25721817387145535,10.53,14.0,27.9,-1,0,10
2025-01-15 06:11:10.000+05:30,3.86,40.9,496.92,12.149633251833741,1.04,below_rated,True,0.225889492802218,10.91,13.61,27.9,23,0,10
2025-01-15 06:11:11.000+05:30,3.84,40.24,488.39,12.136928429423458,1.24,below_rated,True,0.27356001385606343,10.57,13.33,27.9,20,0,10
2025-01-15 06:11:12.000+05:30,3.59,39.27,473.59,12.059842118665646,1.1,below_rated,True,0.2969846100262107,10.59,14.0,27.9,23,0,10
2025-01-15 06:11:13.000+05:30,3.77,41.96,505.69,12.051715919923737,1.0,below_rated,True,0.23313128333609873,11.01,14.0,27.9,-13,0,10
2025-01-15 06:11:14.000+05:30,3.62,39.76,481.94,12.121227364185112,1.03,below_rated,True,0.27122899709472353,10.97,14.0,27.9,-11,0,10
2025-01-15 06:11:15.000+05:30,3.75,41.27,499.87,12.112188030046038,1.2,below_rated,True,0.2842575757270401,11.29,14.0,27.8,-21,0,10
2025-01-15 06:11:16.000+05:30,3.88,42.19,504.36,11.954491585683812,1.29,below_rated,True,0.2758793147060232,11.15,14.0,27.9,25,0,10
2025-01-15 06:11:17.000+05:30,4.12,44.6,537.19,12.044618834080719,1.71,below_rated,True,0.3054422197980288,10.72,12.44,27.9,-23,0,10
2025-01-15 06:11:18.000+05:30,4.47,48.08,575.2,11.963394342762065,2.48,below_rated,True,0.3468595980036398,11.25,12.47,27.9,-28,0,10
2025-01-15 06:11:19.000+05:30,4.62,50.22,604.85,12.044006371963363,2.46,below_rated,True,0.3116260719551883,11.59,12.47,27.9,-12,0,10
2025-01-15 06:11:20.000+05:30,4.6,49.6,597.72,12.050806451612903,2.7,below_rated,True,0.34650928319127994,12.14,12.9,27.9,-30,0,10
2025-01-15 06:11:21.000+05:30,4.55,50.88,610.36,11.996069182389936,2.48,below_rated,True,0.3288835077743346,13.03,13.4,27.9,6,0,10
2025-01-15 06:11:22.000+05:30,4.55,48.75,585.11,12.002256410256411,2.45,below_rated,True,0.3249050782448064,13.29,13.59,27.9,0,0,10
2025-01-15 06:11:23.000+05:30,4.53,49.9,597.19,11.967735470941886,2.61,below_rated,True,0.3507280545852463,13.91,13.43,27.9,14,0,10
2025-01-15 06:11:24.000+05:30,4.46,47.71,579.6,12.1483965625655,2.27,below_rated,True,0.31962878657148003,13.47,12.78,27.9,4,0,10
2025-01-15 06:11:25.000+05:30,4.62,48.59,589.49,12.131920148178637,2.82,below_rated,True,0.35722988736326466,13.65,12.83,27.9,-11,0,10
2025-01-15 06:11:26.000+05:30,4.53,48.43,583.57,12.049762543877764,2.51,below_rated,True,0.3372901980877273,14.56,12.11,27.9,9,0,10
2025-01-15 06:11:27.000+05:30,4.67,54.1,648.5,11.987060998151572,3.04,below_rated,True,0.37286150388580497,14.58,12.57,27.9,-26,0,10
2025-01-15 06:11:28.000+05:30,4.53,48.65,586.21,12.049537512846866,2.5,below_rated,True,0.3359464124379754,14.19,12.64,27.9,-22,0,10
2025-01-15 06:11:29.000+05:30,4.52,48.76,586.04,12.018867924528301,2.44,below_rated,True,0.3300647359725126,14.18,12.59,27.9,7,0,10
2025-01-15 06:11:30.000+05:30,4.35,43.65,523.11,11.984192439862543,1.99,below_rated,True,0.3020020636100515,14.46,12.95,27.9,22,0,10
2025-01-15 06:11:31.000+05:30,4.2,45.65,547.07,11.984008762322016,2.0,below_rated,True,0.3372148794897201,14.76,13.59,27.9,17,0,10
2025-01-15 06:11:32.000+05:30,4.37,45.82,552.01,12.047359231776516,1.96,below_rated,True,0.2933839594606312,14.89,13.31,27.9,22,0,10
2025-01-15 06:11:33.000+05:30,4.42,49.42,593.48,12.008903278025091,2.05,below_rated,True,0.296559375178924,15.06,12.75,27.9,11,0,10
2025-01-15 06:11:34.000+05:30,4.38,49.2,586.59,11.922560975609755,2.34,below_rated,True,0.34787092411904774,14.82,12.57,27.9,-30,0,10
2025-01-15 06:11:35.000+05:30,4.16,45.88,549.96,11.986922406277245,1.64,below_rated,True,0.28456957231524477,14.99,12.17,27.9,-11,0,10
2025-01-15 06:11:36.000+05:30,3.86,41.05,501.0,12.204628501827042,0.87,below_rated,True,0.18896524878647084,15.22,11.7,27.9,-8,0,10
2025-01-15 06:11:37.000+05:30,3.85,40.97,496.66,12.122528679521603,1.0,below_rated,True,0.21889831395876647,15.8,11.24,27.9,-27,0,10
2025-01-15 06:11:38.000+05:30,4.04,44.93,540.79,12.036278655686623,1.53,below_rated,True,0.28984908951365157,15.78,11.25,27.9,-3,0,10
2025-01-15 06:11:39.000+05:30,3.9,44.0,526.94,11.975909090909092,1.44,below_rated,True,0.3032447396951526,15.42,11.04,27.9,-18,0,10
2025-01-15 06:11:40.000+05:30,3.63,38.71,468.43,12.101007491604237,0.86,below_rated,True,0.2245966018711806,15.96,10.71,27.9,-22,0,10
2025-01-15 06:11:41.000+05:30,3.67,40.41,483.33,11.960653303637715,1.0,below_rated,True,0.2527123185330022,15.9,11.51,27.9,11,0,10
2025-01-15 06:11:42.000+05:30,3.77,43.1,516.08,11.97401392111369,1.32,below_rated,True,0.3077332940036503,15.52,10.58,27.9,-1,0,10
2025-01-15 06:11:43.000+05:30,3.76,41.6,502.46,12.078365384615383,1.3,below_rated,True,0.3054952222352426,14.72,10.13,27.8,-15,0,10
2025-01-15 06:11:44.000+05:30,3.73,42.62,511.41,11.99929610511497,1.12,below_rated,True,0.26959766860753503,14.61,9.75,27.8,0,0,10
2025-01-15 06:11:45.000+05:30,3.66,40.36,488.97,12.115213082259665,1.17,below_rated,True,0.29810359300562506,15.58,8.99,27.8,19,0,10
2025-01-15 06:11:46.000+05:30,3.63,37.69,453.24,12.02547094720085,0.94,below_rated,True,0.2454893090219881,15.9,9.58,27.8,12,0,10
2025-01-15 06:11:47.000+05:30,3.62,37.57,451.98,12.030343359063083,0.97,below_rated,True,0.25542924969114744,15.32,8.98,27.9,0,0,10
2025-01-15 06:11:48.000+05:30,3.3,34.97,419.77,12.003717472118959,0.32,below_rated,True,0.11123277287089912,15.84,9.29,27.9,-12,0,10
2025-01-15 06:11:49.000+05:30,3.34,35.43,426.02,12.024273214789726,0.42,below_rated,True,0.14081032308370517,15.93,10.03,27.9,-20,0,10
2025-01-15 06:11:50.000+05:30,3.15,33.82,411.91,12.179479597871083,0.6,below_rated,True,0.23979724763713434,15.71,9.71,27.8,-22,0,10
2025-01-15 06:11:51.000+05:30,3.13,35.13,421.82,12.007401081696555,0.71,below_rated,True,0.28923439780896354,15.64,9.66,27.8,-19,0,10
2025-01-15 06:11:52.000+05:30,3.34,35.82,428.87,11.972920156337242,0.73,below_rated,True,0.24474175202643994,15.98,9.22,27.8,-15,0,10
2025-01-15 06:11:53.000+05:30,3.37,35.83,432.84,12.080379570192576,0.68,below_rated,True,0.22194420759739156,15.91,9.52,27.8,1,0,10
2025-01-15 06:11:54.000+05:30,3.37,35.27,427.6,12.123617805500425,0.63,below_rated,True,0.20562478056817157,15.4,9.0,27.8,6,0,10
2025-01-15 06:11:55.000+05:30,3.23,33.45,404.1,12.080717488789237,0.57,below_rated,True,0.2112963007152801,14.87,8.48,27.8,17,0,10
2025-01-15 06:11:56.000+05:30,3.55,39.14,475.79,12.156106285130301,0.76,below_rated,True,0.21220379092726555,14.85,8.11,27.8,3,0,10
2025-01-15 06:11:57.000+05:30,3.54,38.0,454.22,11.953157894736842,0.48,below_rated,True,0.13516245029722493,14.55,8.6,27.8,28,0,10
2025-01-15 06:11:58.000+05:30,3.4,38.38,458.67,11.950755601875978,0.6,below_rated,True,0.19069491139554032,14.08,8.51,27.8,-13,0,10
2025-01-15 06:11:59.000+05:30,3.47,36.74,443.02,12.058247142079477,0.5,below_rated,True,0.14948794955915734,13.82,8.23,27.8,-18,0,10
2025-01-15 06:12:00.000+05:30,3.24,36.83,443.34,12.037469454249253,0.54,below_rated,True,0.1983276811813683,13.63,8.14,27.8,-26,0,10
2025-01-15 06:12:01.000+05:30,3.25,36.58,440.87,12.052214324767633,0.64,below_rated,True,0.23289196008587718,13.49,8.57,27.8,-25,0,10
2025-01-15 06:12:02.000+05:30,3.44,38.46,461.82,12.00780031201248,0.65,below_rated,True,0.1994631319137283,13.22,8.8,27.8,-23,0,10
2025-01-15 06:12:03.000+05:30,3.54,40.58,485.34,11.960078856579596,0.62,below_rated,True,0.17458483163391553,13.15,8.2,27.8,-19,0,10
2025-01-15 06:12:04.000+05:30,3.54,40.72,488.6,11.999017681728882,0.93,below_rated,True,0.2618772474508733,12.91,8.76,27.8,-3,0,10
2025-01-15 06:12:05.000+05:30,3.33,35.34,425.94,12.052631578947366,0.48,below_rated,True,0.16238022612587025,13.1,8.81,27.8,-27,0,10
2025-01-15 06:12:06.000+05:30,3.32,36.58,441.46,12.068343357025697,0.69,below_rated,True,0.23553716564018443,12.94,9.72,27.8,-5,0,10
2025-01-15 06:12:07.000+05:30,3.48,40.06,483.16,12.060908637044433,0.96,below_rated,True,0.2845496830496716,13.38,10.25,27.8,-24,0,10
2025-01-15 06:12:08.000+05:30,3.53,38.28,455.8,11.907001044932079,0.99,below_rated,True,0.2811484434554123,13.34,10.29,27.8,11,0,10
2025-01-15 06:12:09.000+05:30,3.26,34.71,415.89,11.981849611063094,0.22,below_rated,True,0.07932215155606477,12.7,10.09,27.8,30,0,10
2025-01-15 06:12:10.000+05:30,3.28,33.98,411.82,12.119482048263686,0.58,below_rated,True,0.20531991104324757,12.44,9.53,27.8,-16,0,10
2025-01-15 06:12:11.000+05:30,3.29,34.49,408.82,11.853290808930124,0.42,below_rated,True,0.1473283081172159,11.93,9.76,27.8,-5,0,10
2025-01-15 06:12:12.000+05:30,3.77,40.42,484.4,11.984166254329539,1.21,below_rated,True,0.28208885283667945,11.67,10.34,27.8,23,0,10
2025-01-15 06:12:13.000+05:30,3.84,41.23,499.31,12.110356536502549,1.26,below_rated,True,0.27797227214406445,11.93,10.16,27.8,27,0,10
2025-01-15 06:12:14.000+05:30,4.02,40.82,492.06,12.05438510534052,1.41,below_rated,True,0.2711224987242669,12.08,10.63,27.8,-28,0,10
2025-01-15 06:12:15.000+05:30,4.24,45.41,550.23,12.116934595903988,1.96,below_rated,True,0.32120559872571103,12.06,10.15,27.9,23,0,10
2025-01-15 06:12:16.000+05:30,4.39,49.34,594.33,12.045601945683016,2.05,below_rated,True,0.30268082242067057,12.75,8.94,27.9,-5,0,10
2025-01-15 06:12:17.000+05:30,4.57,48.54,581.76,11.985166872682324,2.29,below_rated,True,0.2997170760701657,13.22,8.67,27.9,29,0,10
2025-01-15 06:12:18.000+05:30,4.79,52.08,627.1,12.041090629800308,3.24,below_rated,True,0.3682672298100105,13.25,9.02,27.9,-15,0,10
2025-01-15 06:12:19.000+05:30,4.72,51.98,623.92,12.003078106964217,3.14,below_rated,True,0.37301668412105243,13.33,9.1,27.9,7,0,10
2025-01-15 06:12:20.000+05:30,4.97,55.84,674.98,12.087750716332378,3.48,below_rated,True,0.35410713922571935,13.6,9.46,27.9,-18,0,10
2025-01-15 06:12:21.000+05:30,5.09,55.4,663.36,11.974007220216608,4.21,below_rated,True,0.3987983509582627,13.89,10.21,27.9,23,0,10
2025-01-15 06:12:22.000+05:30,5.2,57.64,694.56,12.049965301873698,4.24,below_rated,True,0.37668682509007234,14.48,10.13,27.8,18,0,10
2025-01-15 06:12:23.000+05:30,5.31,57.51,693.13,12.052338723700226,4.45,below_rated,True,0.3712795702608957,15.55,9.62,27.9,9,0,10
2025-01-15 06:12:24.000+05:30,5.25,57.8,695.1,12.025951557093427,4.63,below_rated,True,0.39969405236157546,16.05,9.83,27.8,15,0,10
2025-01-15 06:12:25.000+05:30,5.0,55.95,674.24,12.050759606791777,3.35,below_rated,True,0.3347799182879007,16.4,9.05,27.9,3,0,10
2025-01-15 06:12:26.000+05:30,4.89,54.48,660.03,12.115088105726873,3.11,below_rated,True,0.3322449715008235,16.19,9.16,27.9,9,0,10
2025-01-15 06:12:27.000+05:30,4.83,51.37,620.66,12.08214911426903,3.15,below_rated,True,0.3492157049042881,16.69,9.25,27.9,-24,0,10
2025-01-15 06:12:28.000+05:30,4.61,52.12,627.23,12.03434382194935,2.43,below_rated,True,0.30983330696532896,16.82,8.58,27.9,-17,0,10
2025-01-15 06:12:29.000+05:30,4.7,49.21,595.86,12.108514529567161,2.82,below_rated,True,0.3392970935939481,17.14,8.79,27.9,-28,0,10
2025-01-15 06:12:30.000+05:30,4.84,53.15,642.1,12.08090310442145,2.94,below_rated,True,0.323918572974824,16.67,8.95,27.9,-1,0,10
2025-01-15 06:12:31.000+05:30,4.9,53.16,640.77,12.053611738148984,3.17,below_rated,True,0.33658567388367505,17.41,9.23,27.9,16,0,10
2025-01-15 06:12:32.000+05:30,4.72,49.39,597.05,12.08847944928123,2.98,below_rated,True,0.3540094645480052,17.31,9.45,27.9,-23,0,10
2025-01-15 06:12:33.000+05:30,4.78,49.2,590.84,12.008943089430895,3.11,below_rated,True,0.35571428334536215,16.98,9.38,27.9,26,0,10
2025-01-15 06:12:34.000+05:30,4.68,50.45,606.17,12.015262636273537,2.69,below_rated,True,0.3278229286345649,17.31,9.51,27.9,-18,0,10
2025-01-15 06:12:35.000+05:30,4.38,48.64,585.26,12.032483552631579,2.11,below_rated,True,0.31367848285948324,17.71,9.59,27.9,-1,0,10
2025-01-15 06:12:36.000+05:30,4.16,45.73,553.03,12.093374152635032,1.89,below_rated,True,0.32794908029012965,18.13,10.01,27.9,30,0,10
2025-01-15 06:12:37.000+05:30,4.1,44.3,538.43,12.154176072234762,1.79,below_rated,True,0.3244337794360613,16.7,10.97,27.9,7,0,10
2025-01-15 06:12:38.000+05:30,3.94,44.64,537.7,12.045250896057349,1.45,below_rated,True,0.29614468440478525,16.32,11.06,27.9,-3,0,10
2025-01-15 06:12:39.000+05:30,3.78,40.94,492.7,12.034684904738642,1.14,below_rated,True,0.2636659551565713,16.21,10.83,27.9,0,0,10
2025-01-15 06:12:40.000+05:30,3.77,39.87,481.36,12.073238023576625,1.2,below_rated,True,0.2797575400033185,15.47,10.24,27.8,-24,0,10
2025-01-15 06:12:41.000+05:30,3.8,41.48,498.58,12.019768563162971,0.8,below_rated,True,0.18212258340599496,15.46,10.16,27.8,11,0,10
2025-01-15 06:12:42.000+05:30,3.83,41.42,497.18,12.003380009657171,1.02,below_rated,True,0.2267923780440756,15.39,10.16,27.9,7,0,10
2025-01-15 06:12:43.000+05:30,3.85,39.11,466.45,11.926617233444132,1.39,below_rated,True,0.3042686564026854,14.98,10.3,27.9,10,0,10
2025-01-15 06:12:44.000+05:30,4.06,42.7,517.16,12.111475409836064,1.45,below_rated,True,0.2706540352622606,14.83,10.31,27.9,18,0,10
2025-01-15 06:12:45.000+05:30,4.42,47.63,573.79,12.046819231576736,2.18,below_rated,True,0.3153655794585631,15.34,9.45,27.9,-27,0,10
2025-01-15 06:12:46.000+05:30,4.09,44.45,535.93,12.05691788526434,1.5,below_rated,True,0.2738709321898035,15.53,9.35,27.8,-28,0,10
2025-01-15 06:12:47.000+05:30,4.16,45.33,545.22,12.027796161482463,1.65,below_rated,True,0.28630475263424016,15.72,9.17,27.8,-23,0,10
2025-01-15 06:12:48.000+05:30,4.02,43.99,523.58,11.902250511479883,1.43,below_rated,True,0.2749682079260296,14.99,8.52,27.9,18,0,10
2025-01-15 06:12:49.000+05:30,4.16,47.7,574.16,12.036897274633123,1.79,below_rated,True,0.3105972771001757,14.71,8.43,27.9,3,0,10
2025-01-15 06:12:50.000+05:30,4.24,43.59,523.66,12.013305804083505,2.02,below_rated,True,0.3310384231764981,14.5,7.94,27.9,-7,0,10
2025-01-15 06:12:51.000+05:30,3.89,39.26,478.54,12.188996434029548,1.43,below_rated,True,0.3034672565274053,14.28,8.37,27.9,27,0,10
2025-01-15 06:12:52.000+05:30,4.06,45.17,544.63,12.057338941775514,1.63,below_rated,True,0.3042524672258516,14.4,9.5,27.9,-21,0,10
2025-01-15 06:12:53.000+05:30,3.93,42.07,510.25,12.128595198478726,1.32,below_rated,True,0.27165699046482666,14.55,9.21,27.9,-2,0,10
2025-01-15 06:12:54.000+05:30,3.93,43.06,519.06,12.054342777519738,1.45,below_rated,True,0.29841108801060506,13.8,9.11,27.9,3,0,10
2025-01-15 06:12:55.000+05:30,3.8,43.42,520.96,11.998157531091664,1.35,below_rated,True,0.3073318594976165,13.52,8.71,27.9,-2,0,10
2025-01-15 06:12:56.000+05:30,3.62,40.61,487.41,12.00221620290569,0.95,below_rated,True,0.2501626672232887,13.15,8.88,27.9,-7,0,10
2025-01-15 06:12:57.000+05:30,3.57,39.48,473.58,11.995440729483283,0.89,below_rated,True,0.24434866089627597,13.58,9.33,27.9,-12,0,10
2025-01-15 06:12:58.000+05:30,3.61,38.64,458.95,11.877587991718427,0.93,below_rated,True,0.24693687500739947,13.25,9.61,27.9,-23,0,10
2025-01-15 06:12:59.000+05:30,3.64,40.68,491.36,12.07866273352999,1.13,below_rated,True,0.29268394325305414,13.52,9.88,27.9,-8,0,10
2025-01-15 06:13:00.000+05:30,3.74,42.75,514.09,12.025497076023392,1.11,below_rated,True,0.26505303236795597,13.5,10.32,27.9,29,0,10
2025-01-15 06:13:01.000+05:30,3.74,41.26,501.71,12.159718856034901,1.09,below_rated,True,0.26027730205501987,13.76,9.9,27.9,15,0,10
2025-01-15 06:13:02.000+05:30,3.65,42.41,509.61,12.016269747701015,1.19,below_rated,True,0.305698264395077,13.66,10.92,27.8,21,0,10
2025-01-15 06:13:03.000+05:30,3.52,39.34,472.89,12.020589730554143,0.48,below_rated,True,0.13747947086399578,13.78,10.2,27.9,-11,0,10
2025-01-15 06:13:04.000+05:30,3.72,41.02,496.63,12.10702096538274,0.97,below_rated,True,0.23537889495784123,14.12,10.31,27.8,-18,0,10
2025-01-15 06:13:05.000+05:30,3.67,39.7,481.7,12.133501259445843,1.02,below_rated,True,0.25776656490366223,13.47,10.68,27.9,-25,0,10
2025-01-15 06:13:06.000+05:30,3.82,39.76,478.92,12.045271629778673,1.14,below_rated,True,0.25546968211724214,13.39,10.61,27.8,12,0,10
2025-01-15 06:13:07.000+05:30,3.89,41.35,496.2,12.0,1.38,below_rated,True,0.2928565132921814,12.75,10.9,27.9,25,0,10
